community,building_type,_date,average_price
Weston-Pellam Park,Semi-Detached,2010Q3,357377.78
Weston-Pellam Park,Semi-Detached,2010Q4,357377.78
Weston-Pellam Park,Semi-Detached,2011Q1,366559.19
Weston-Pellam Park,Semi-Detached,2011Q2,366559.19
Weston-Pellam Park,Semi-Detached,2011Q3,373211.91
Weston-Pellam Park,Semi-Detached,2011Q4,335587.5
Weston-Pellam Park,Semi-Detached,2012Q1,381750.0
Weston-Pellam Park,Semi-Detached,2012Q2,396442.84
Weston-Pellam Park,Semi-Detached,2012Q3,407752.94
Weston-Pellam Park,Semi-Detached,2012Q4,420173.34
Weston-Pellam Park,Semi-Detached,2013Q1,397928.47
Weston-Pellam Park,Semi-Detached,2013Q2,420691.13
Weston-Pellam Park,Semi-Detached,2013Q3,428431.59
Weston-Pellam Park,Semi-Detached,2013Q4,466104.13
Weston-Pellam Park,Semi-Detached,2014Q1,481041.66
Weston-Pellam Park,Semi-Detached,2014Q2,482271.59
Weston-Pellam Park,Semi-Detached,2014Q3,495036.38
Weston-Pellam Park,Semi-Detached,2014Q4,495036.38
Weston-Pellam Park,Semi-Detached,2015Q1,534205.88
Weston-Pellam Park,Semi-Detached,2015Q2,556194.13
Weston-Pellam Park,Semi-Detached,2015Q3,522330.78
Weston-Pellam Park,Semi-Detached,2015Q4,508189.47
Weston-Pellam Park,Semi-Detached,2016Q1,579400.0
Weston-Pellam Park,Semi-Detached,2016Q2,598126.69
Weston-Pellam Park,Semi-Detached,2016Q3,656750.0
Weston-Pellam Park,Semi-Detached,2016Q4,621793.69
Weston-Pellam Park,Semi-Detached,2017Q1,752968.75
Weston-Pellam Park,Semi-Detached,2017Q2,774900.56
Weston-Pellam Park,Semi-Detached,2017Q3,699074.06
Weston-Pellam Park,Semi-Detached,2017Q4,655911.75
Weston-Pellam Park,Semi-Detached,2018Q1,659500.0
Weston-Pellam Park,Semi-Detached,2018Q2,735729.44
Weston-Pellam Park,Semi-Detached,2018Q3,744497.13
Weston-Pellam Park,Semi-Detached,2018Q4,735609.5
Wexford-Maryvale,Condo Apt,2001Q1,149400.0
Wexford-Maryvale,Condo Apt,2001Q2,155828.58
Wexford-Maryvale,Condo Apt,2001Q3,146816.67
Wexford-Maryvale,Condo Apt,2001Q4,153225.0
Wexford-Maryvale,Condo Apt,2002Q1,157240.0
Wexford-Maryvale,Condo Apt,2002Q2,157240.0
Wexford-Maryvale,Condo Apt,2002Q3,157333.33
Wexford-Maryvale,Condo Apt,2002Q4,151816.67
Wexford-Maryvale,Condo Apt,2003Q1,162333.33
Wexford-Maryvale,Condo Apt,2003Q2,159300.0
Wexford-Maryvale,Condo Apt,2003Q3,159300.0
Wexford-Maryvale,Condo Apt,2003Q4,165666.67
Wexford-Maryvale,Condo Apt,2004Q1,165666.67
Wexford-Maryvale,Condo Apt,2004Q2,165666.67
Wexford-Maryvale,Condo Apt,2004Q3,177125.0
Wexford-Maryvale,Condo Apt,2004Q4,177125.0
Wexford-Maryvale,Condo Apt,2005Q1,161250.0
Wexford-Maryvale,Condo Apt,2005Q2,161000.0
Wexford-Maryvale,Condo Apt,2005Q3,161000.0
Wexford-Maryvale,Condo Apt,2005Q4,161000.0
Wexford-Maryvale,Condo Apt,2006Q1,161000.0
Wexford-Maryvale,Condo Apt,2006Q2,163225.0
Wexford-Maryvale,Condo Apt,2006Q3,163225.0
Wexford-Maryvale,Condo Apt,2006Q4,163225.0
Wexford-Maryvale,Condo Apt,2007Q1,163225.0
Wexford-Maryvale,Condo Apt,2007Q2,182500.0
Wexford-Maryvale,Condo Apt,2007Q3,170500.0
Wexford-Maryvale,Condo Apt,2007Q4,187857.14
Wexford-Maryvale,Condo Apt,2008Q1,210000.0
Wexford-Maryvale,Condo Apt,2008Q2,190200.0
Wexford-Maryvale,Condo Apt,2008Q3,215333.33
Wexford-Maryvale,Condo Apt,2008Q4,193000.0
Wexford-Maryvale,Condo Apt,2009Q1,193000.0
Wexford-Maryvale,Condo Apt,2009Q2,193000.0
Wexford-Maryvale,Condo Apt,2009Q3,180291.83
Wexford-Maryvale,Condo Apt,2009Q4,180291.83
Wexford-Maryvale,Condo Apt,2010Q1,180291.83
Wexford-Maryvale,Condo Apt,2010Q2,180291.83
Wexford-Maryvale,Condo Apt,2010Q3,180291.83
Wexford-Maryvale,Condo Apt,2010Q4,180291.83
Wexford-Maryvale,Condo Apt,2011Q1,180291.83
Wexford-Maryvale,Condo Apt,2011Q2,180291.83
Wexford-Maryvale,Condo Apt,2011Q3,206333.33
Wexford-Maryvale,Condo Apt,2011Q4,206333.33
Wexford-Maryvale,Condo Apt,2012Q1,206333.33
Wexford-Maryvale,Condo Apt,2012Q2,206333.33
Wexford-Maryvale,Condo Apt,2012Q3,206333.33
Wexford-Maryvale,Condo Apt,2012Q4,206333.33
Wexford-Maryvale,Condo Apt,2013Q1,206333.33
Wexford-Maryvale,Condo Apt,2013Q2,206333.33
Wexford-Maryvale,Condo Apt,2013Q3,201000.0
Wexford-Maryvale,Condo Apt,2013Q4,201000.0
Wexford-Maryvale,Condo Apt,2014Q1,170000.0
Wexford-Maryvale,Condo Apt,2014Q2,170000.0
Wexford-Maryvale,Condo Apt,2014Q3,225375.0
Wexford-Maryvale,Condo Apt,2014Q4,210000.0
Wexford-Maryvale,Condo Apt,2015Q1,258333.33
Wexford-Maryvale,Condo Apt,2015Q2,236166.67
Wexford-Maryvale,Condo Apt,2015Q3,236166.67
Wexford-Maryvale,Condo Apt,2015Q4,236166.67
Wexford-Maryvale,Condo Apt,2016Q1,293000.0
Wexford-Maryvale,Condo Apt,2016Q2,311833.34
Wexford-Maryvale,Condo Apt,2016Q3,311833.34
Wexford-Maryvale,Condo Apt,2016Q4,358900.0
Wexford-Maryvale,Condo Apt,2017Q1,349545.47
Wexford-Maryvale,Condo Apt,2017Q2,378162.47
Wexford-Maryvale,Condo Apt,2017Q3,366500.0
Wexford-Maryvale,Condo Apt,2017Q4,386200.0
Wexford-Maryvale,Condo Apt,2018Q1,384571.44
Wexford-Maryvale,Condo Apt,2018Q2,401888.88
Wexford-Maryvale,Condo Apt,2018Q3,378416.66
Wexford-Maryvale,Condo Apt,2018Q4,367142.84
Wexford-Maryvale,Detached,2001Q1,221760.72
Wexford-Maryvale,Detached,2001Q2,236941.25
Wexford-Maryvale,Detached,2001Q3,229326.95
Wexford-Maryvale,Detached,2001Q4,242325.02
Wexford-Maryvale,Detached,2002Q1,253348.84
Wexford-Maryvale,Detached,2002Q2,255899.19
Wexford-Maryvale,Detached,2002Q3,264006.53
Wexford-Maryvale,Detached,2002Q4,253130.3
Wexford-Maryvale,Detached,2003Q1,271117.78
Wexford-Maryvale,Detached,2003Q2,280342.34
Wexford-Maryvale,Detached,2003Q3,273085.28
Wexford-Maryvale,Detached,2003Q4,283102.56
Wexford-Maryvale,Detached,2004Q1,282928.22
Wexford-Maryvale,Detached,2004Q2,279032.06
Wexford-Maryvale,Detached,2004Q3,283581.16
Wexford-Maryvale,Detached,2004Q4,283515.94
Wexford-Maryvale,Detached,2005Q1,277893.88
Wexford-Maryvale,Detached,2005Q2,302702.19
Wexford-Maryvale,Detached,2005Q3,294706.53
Wexford-Maryvale,Detached,2005Q4,300389.91
Wexford-Maryvale,Detached,2006Q1,300578.56
Wexford-Maryvale,Detached,2006Q2,318641.69
Wexford-Maryvale,Detached,2006Q3,309111.97
Wexford-Maryvale,Detached,2006Q4,309003.25
Wexford-Maryvale,Detached,2007Q1,303642.56
Wexford-Maryvale,Detached,2007Q2,319553.47
Wexford-Maryvale,Detached,2007Q3,329384.41
Wexford-Maryvale,Detached,2007Q4,331919.66
Wexford-Maryvale,Detached,2008Q1,330135.41
Wexford-Maryvale,Detached,2008Q2,342616.91
Wexford-Maryvale,Detached,2008Q3,328190.0
Wexford-Maryvale,Detached,2008Q4,316800.0
Wexford-Maryvale,Detached,2009Q1,319421.63
Wexford-Maryvale,Detached,2009Q2,332193.81
Wexford-Maryvale,Detached,2009Q3,357209.59
Wexford-Maryvale,Detached,2009Q4,387507.75
Wexford-Maryvale,Detached,2010Q1,387507.75
Wexford-Maryvale,Detached,2010Q2,385148.38
Wexford-Maryvale,Detached,2010Q3,373514.63
Wexford-Maryvale,Detached,2010Q4,373514.63
Wexford-Maryvale,Detached,2011Q1,396735.56
Wexford-Maryvale,Detached,2011Q2,396735.56
Wexford-Maryvale,Detached,2011Q3,421963.56
Wexford-Maryvale,Detached,2011Q4,427974.19
Wexford-Maryvale,Detached,2012Q1,459135.0
Wexford-Maryvale,Detached,2012Q2,456133.44
Wexford-Maryvale,Detached,2012Q3,448125.84
Wexford-Maryvale,Detached,2012Q4,450684.22
Wexford-Maryvale,Detached,2013Q1,463933.69
Wexford-Maryvale,Detached,2013Q2,505844.97
Wexford-Maryvale,Detached,2013Q3,484356.28
Wexford-Maryvale,Detached,2013Q4,501231.41
Wexford-Maryvale,Detached,2014Q1,554271.06
Wexford-Maryvale,Detached,2014Q2,554271.06
Wexford-Maryvale,Detached,2014Q3,548080.63
Wexford-Maryvale,Detached,2014Q4,556665.81
Wexford-Maryvale,Detached,2015Q1,617580.63
Wexford-Maryvale,Detached,2015Q2,645798.38
Wexford-Maryvale,Detached,2015Q3,621415.25
Wexford-Maryvale,Detached,2015Q4,627044.0
Wexford-Maryvale,Detached,2016Q1,685843.13
Wexford-Maryvale,Detached,2016Q2,732514.31
Wexford-Maryvale,Detached,2016Q3,756618.31
Wexford-Maryvale,Detached,2016Q4,762897.94
Wexford-Maryvale,Detached,2017Q1,889949.13
Wexford-Maryvale,Detached,2017Q2,873810.31
Wexford-Maryvale,Detached,2017Q3,824114.56
Wexford-Maryvale,Detached,2017Q4,762858.56
Wexford-Maryvale,Detached,2018Q1,745965.56
Wexford-Maryvale,Detached,2018Q2,753290.19
Wexford-Maryvale,Detached,2018Q3,780333.31
Wexford-Maryvale,Detached,2018Q4,755916.69
Willowdale East,Att/Row/Twnhouse,2001Q2,456166.66
Willowdale East,Att/Row/Twnhouse,2001Q3,387333.34
Willowdale East,Att/Row/Twnhouse,2001Q4,475000.0
Willowdale East,Att/Row/Twnhouse,2002Q1,494166.66
Willowdale East,Att/Row/Twnhouse,2002Q2,469941.66
Willowdale East,Att/Row/Twnhouse,2002Q3,469941.66
Willowdale East,Att/Row/Twnhouse,2002Q4,469941.66
Willowdale East,Att/Row/Twnhouse,2003Q1,473333.34
Willowdale East,Att/Row/Twnhouse,2003Q2,473333.34
Willowdale East,Att/Row/Twnhouse,2003Q3,458666.66
Willowdale East,Att/Row/Twnhouse,2003Q4,552875.0
Willowdale East,Att/Row/Twnhouse,2004Q1,523750.0
Willowdale East,Att/Row/Twnhouse,2004Q2,463250.0
Willowdale East,Att/Row/Twnhouse,2004Q3,463250.0
Willowdale East,Att/Row/Twnhouse,2004Q4,561962.69
Willowdale East,Att/Row/Twnhouse,2005Q1,523375.0
Willowdale East,Att/Row/Twnhouse,2005Q2,575647.25
Willowdale East,Att/Row/Twnhouse,2005Q3,571700.0
Willowdale East,Att/Row/Twnhouse,2005Q4,561750.0
Willowdale East,Att/Row/Twnhouse,2006Q1,561750.0
Willowdale East,Att/Row/Twnhouse,2006Q2,596857.13
Willowdale East,Att/Row/Twnhouse,2006Q3,596857.13
Willowdale East,Att/Row/Twnhouse,2006Q4,535625.0
Willowdale East,Att/Row/Twnhouse,2007Q1,535625.0
Willowdale East,Att/Row/Twnhouse,2007Q2,649360.0
Willowdale East,Att/Row/Twnhouse,2007Q3,607200.0
Willowdale East,Att/Row/Twnhouse,2007Q4,607200.0
Willowdale East,Att/Row/Twnhouse,2008Q1,607200.0
Willowdale East,Att/Row/Twnhouse,2008Q2,607200.0
Willowdale East,Att/Row/Twnhouse,2008Q3,617225.0
Willowdale East,Att/Row/Twnhouse,2008Q4,617225.0
Willowdale East,Att/Row/Twnhouse,2009Q1,617225.0
Willowdale East,Att/Row/Twnhouse,2009Q2,609112.5
Willowdale East,Att/Row/Twnhouse,2009Q3,662727.25
Willowdale East,Att/Row/Twnhouse,2009Q4,742833.31
Willowdale East,Att/Row/Twnhouse,2010Q1,742833.31
Willowdale East,Att/Row/Twnhouse,2010Q2,771620.0
Willowdale East,Att/Row/Twnhouse,2010Q3,738785.69
Willowdale East,Att/Row/Twnhouse,2010Q4,738785.69
Willowdale East,Att/Row/Twnhouse,2011Q1,801000.0
Willowdale East,Att/Row/Twnhouse,2011Q2,801000.0
Willowdale East,Att/Row/Twnhouse,2011Q3,859142.88
Willowdale East,Att/Row/Twnhouse,2011Q4,797666.69
Willowdale East,Att/Row/Twnhouse,2012Q1,834814.69
Willowdale East,Att/Row/Twnhouse,2012Q2,889854.56
Willowdale East,Att/Row/Twnhouse,2012Q3,885200.0
Willowdale East,Att/Row/Twnhouse,2012Q4,876000.0
Willowdale East,Att/Row/Twnhouse,2013Q1,782857.13
Willowdale East,Att/Row/Twnhouse,2013Q2,796816.69
Willowdale East,Att/Row/Twnhouse,2013Q3,831680.0
Willowdale East,Att/Row/Twnhouse,2013Q4,888225.0
Willowdale East,Att/Row/Twnhouse,2014Q1,904818.19
Willowdale East,Att/Row/Twnhouse,2014Q2,904818.19
Willowdale East,Att/Row/Twnhouse,2014Q3,928062.5
Willowdale East,Att/Row/Twnhouse,2014Q4,867148.0
Willowdale East,Att/Row/Twnhouse,2015Q1,866611.13
Willowdale East,Att/Row/Twnhouse,2015Q2,866611.13
Willowdale East,Att/Row/Twnhouse,2015Q3,1010180.0
Willowdale East,Att/Row/Twnhouse,2015Q4,993166.69
Willowdale East,Att/Row/Twnhouse,2016Q1,1146250.0
Willowdale East,Att/Row/Twnhouse,2016Q2,1156341.13
Willowdale East,Att/Row/Twnhouse,2016Q3,1232207.63
Willowdale East,Att/Row/Twnhouse,2016Q4,1240050.0
Willowdale East,Att/Row/Twnhouse,2017Q1,1402400.0
Willowdale East,Att/Row/Twnhouse,2017Q2,1413611.0
Willowdale East,Att/Row/Twnhouse,2017Q3,1421700.0
Willowdale East,Att/Row/Twnhouse,2017Q4,1326845.38
Willowdale East,Att/Row/Twnhouse,2018Q1,1316000.0
Willowdale East,Att/Row/Twnhouse,2018Q2,1325725.0
Willowdale East,Att/Row/Twnhouse,2018Q3,1395166.63
Willowdale East,Att/Row/Twnhouse,2018Q4,1395166.63
Willowdale East,Condo Apt,2001Q1,238557.17
Willowdale East,Condo Apt,2001Q2,237140.67
Willowdale East,Condo Apt,2001Q3,241222.44
Willowdale East,Condo Apt,2001Q4,235591.75
Willowdale East,Condo Apt,2002Q1,251238.55
Willowdale East,Condo Apt,2002Q2,248331.88
Willowdale East,Condo Apt,2002Q3,256098.27
Willowdale East,Condo Apt,2002Q4,241212.36
Willowdale East,Condo Apt,2003Q1,250036.38
Willowdale East,Condo Apt,2003Q2,246508.77
Willowdale East,Condo Apt,2003Q3,229255.97
Willowdale East,Condo Apt,2003Q4,236774.02
Willowdale East,Condo Apt,2004Q1,229894.13
Willowdale East,Condo Apt,2004Q2,250526.27
Willowdale East,Condo Apt,2004Q3,238678.05
Willowdale East,Condo Apt,2004Q4,242599.95
Willowdale East,Condo Apt,2005Q1,246333.05
Willowdale East,Condo Apt,2005Q2,240042.91
Willowdale East,Condo Apt,2005Q3,249778.94
Willowdale East,Condo Apt,2005Q4,255882.98
Willowdale East,Condo Apt,2006Q1,260882.11
Willowdale East,Condo Apt,2006Q2,258448.59
Willowdale East,Condo Apt,2006Q3,261870.72
Willowdale East,Condo Apt,2006Q4,254280.45
Willowdale East,Condo Apt,2007Q1,261225.83
Willowdale East,Condo Apt,2007Q2,281318.91
Willowdale East,Condo Apt,2007Q3,283054.28
Willowdale East,Condo Apt,2007Q4,298118.19
Willowdale East,Condo Apt,2008Q1,300987.63
Willowdale East,Condo Apt,2008Q2,305854.34
Willowdale East,Condo Apt,2008Q3,301155.47
Willowdale East,Condo Apt,2008Q4,291210.72
Willowdale East,Condo Apt,2009Q1,284275.53
Willowdale East,Condo Apt,2009Q2,300060.0
Willowdale East,Condo Apt,2009Q3,326146.41
Willowdale East,Condo Apt,2009Q4,360414.34
Willowdale East,Condo Apt,2010Q1,360414.34
Willowdale East,Condo Apt,2010Q2,371769.0
Willowdale East,Condo Apt,2010Q3,355474.78
Willowdale East,Condo Apt,2010Q4,355474.78
Willowdale East,Condo Apt,2011Q1,373676.78
Willowdale East,Condo Apt,2011Q2,373676.78
Willowdale East,Condo Apt,2011Q3,388455.88
Willowdale East,Condo Apt,2011Q4,382405.03
Willowdale East,Condo Apt,2012Q1,407560.53
Willowdale East,Condo Apt,2012Q2,392819.19
Willowdale East,Condo Apt,2012Q3,399888.06
Willowdale East,Condo Apt,2012Q4,374332.25
Willowdale East,Condo Apt,2013Q1,391657.22
Willowdale East,Condo Apt,2013Q2,393104.94
Willowdale East,Condo Apt,2013Q3,379075.28
Willowdale East,Condo Apt,2013Q4,397981.66
Willowdale East,Condo Apt,2014Q1,398324.66
Willowdale East,Condo Apt,2014Q2,398324.66
Willowdale East,Condo Apt,2014Q3,415814.47
Willowdale East,Condo Apt,2014Q4,400220.38
Willowdale East,Condo Apt,2015Q1,404602.0
Willowdale East,Condo Apt,2015Q2,421044.47
Willowdale East,Condo Apt,2015Q3,418103.16
Willowdale East,Condo Apt,2015Q4,427230.03
Willowdale East,Condo Apt,2016Q1,429791.97
Willowdale East,Condo Apt,2016Q2,445100.72
Willowdale East,Condo Apt,2016Q3,445810.31
Willowdale East,Condo Apt,2016Q4,453338.66
Willowdale East,Condo Apt,2017Q1,540387.06
Willowdale East,Condo Apt,2017Q2,566597.69
Willowdale East,Condo Apt,2017Q3,539673.5
Willowdale East,Condo Apt,2017Q4,562448.31
Willowdale East,Condo Apt,2018Q1,579359.19
Willowdale East,Condo Apt,2018Q2,596548.13
Willowdale East,Condo Apt,2018Q3,575373.38
Willowdale East,Condo Apt,2018Q4,597504.94
Willowdale East,Detached,2001Q1,419174.19
Willowdale East,Detached,2001Q2,466659.0
Willowdale East,Detached,2001Q3,420125.44
Willowdale East,Detached,2001Q4,446997.78
Willowdale East,Detached,2002Q1,492580.5
Willowdale East,Detached,2002Q2,512548.06
Willowdale East,Detached,2002Q3,498689.22
Willowdale East,Detached,2002Q4,496410.22
Willowdale East,Detached,2003Q1,526195.13
Willowdale East,Detached,2003Q2,506580.25
Willowdale East,Detached,2003Q3,501449.22
Willowdale East,Detached,2003Q4,526469.63
Willowdale East,Detached,2004Q1,545856.0
Willowdale East,Detached,2004Q2,603451.5
Willowdale East,Detached,2004Q3,650677.75
Willowdale East,Detached,2004Q4,628200.0
Willowdale East,Detached,2005Q1,695073.81
Willowdale East,Detached,2005Q2,674696.13
Willowdale East,Detached,2005Q3,690680.88
Willowdale East,Detached,2005Q4,648155.19
Willowdale East,Detached,2006Q1,772328.25
Willowdale East,Detached,2006Q2,725347.31
Willowdale East,Detached,2006Q3,741062.5
Willowdale East,Detached,2006Q4,733485.13
Willowdale East,Detached,2007Q1,778684.13
Willowdale East,Detached,2007Q2,820635.63
Willowdale East,Detached,2007Q3,836328.69
Willowdale East,Detached,2007Q4,883060.88
Willowdale East,Detached,2008Q1,863439.38
Willowdale East,Detached,2008Q2,792440.13
Willowdale East,Detached,2008Q3,950297.75
Willowdale East,Detached,2008Q4,791729.25
Willowdale East,Detached,2009Q1,887800.0
Willowdale East,Detached,2009Q2,886672.63
Willowdale East,Detached,2009Q3,894545.63
Willowdale East,Detached,2009Q4,978961.19
Willowdale East,Detached,2010Q1,978961.19
Willowdale East,Detached,2010Q2,948349.0
Willowdale East,Detached,2010Q3,1127181.75
Willowdale East,Detached,2010Q4,1127181.75
Willowdale East,Detached,2011Q1,1074787.25
Willowdale East,Detached,2011Q2,1074787.25
Willowdale East,Detached,2011Q3,1176258.88
Willowdale East,Detached,2011Q4,1268774.63
Willowdale East,Detached,2012Q1,1326237.25
Willowdale East,Detached,2012Q2,1269038.63
Willowdale East,Detached,2012Q3,1276379.25
Willowdale East,Detached,2012Q4,1307262.5
Willowdale East,Detached,2013Q1,1265483.38
Willowdale East,Detached,2013Q2,1395540.25
Willowdale East,Detached,2013Q3,1453256.63
Willowdale East,Detached,2013Q4,1454494.63
Willowdale East,Detached,2014Q1,1428581.0
Willowdale East,Detached,2014Q2,1428581.0
Willowdale East,Detached,2014Q3,1512243.0
Willowdale East,Detached,2014Q4,1640998.38
Willowdale East,Detached,2015Q1,1728467.63
Willowdale East,Detached,2015Q2,1738623.88
Willowdale East,Detached,2015Q3,1982043.13
Willowdale East,Detached,2015Q4,1859325.0
Willowdale East,Detached,2016Q1,2144091.0
Willowdale East,Detached,2016Q2,2177850.5
Willowdale East,Detached,2016Q3,2565826.25
Willowdale East,Detached,2016Q4,2535436.0
Willowdale East,Detached,2017Q1,2850786.25
Willowdale East,Detached,2017Q2,2662120.5
Willowdale East,Detached,2017Q3,2680952.25
Willowdale East,Detached,2017Q4,2287056.5
Willowdale East,Detached,2018Q1,2641000.0
Willowdale East,Detached,2018Q2,2497267.25
Willowdale East,Detached,2018Q3,2203885.0
Willowdale East,Detached,2018Q4,2264583.25
Willowdale West,Condo Apt,2001Q1,248682.61
Willowdale West,Condo Apt,2001Q2,253037.5
Willowdale West,Condo Apt,2001Q3,235112.52
Willowdale West,Condo Apt,2001Q4,237047.5
Willowdale West,Condo Apt,2002Q1,258335.48
Willowdale West,Condo Apt,2002Q2,248174.33
Willowdale West,Condo Apt,2002Q3,257685.89
Willowdale West,Condo Apt,2002Q4,275366.66
Willowdale West,Condo Apt,2003Q1,233838.47
Willowdale West,Condo Apt,2003Q2,254736.16
Willowdale West,Condo Apt,2003Q3,250317.58
Willowdale West,Condo Apt,2003Q4,235952.17
Willowdale West,Condo Apt,2004Q1,241137.03
Willowdale West,Condo Apt,2004Q2,240854.72
Willowdale West,Condo Apt,2004Q3,256051.22
Willowdale West,Condo Apt,2004Q4,240351.61
Willowdale West,Condo Apt,2005Q1,252452.05
Willowdale West,Condo Apt,2005Q2,305440.75
Willowdale West,Condo Apt,2005Q3,246033.33
Willowdale West,Condo Apt,2005Q4,252961.05
Willowdale West,Condo Apt,2006Q1,264434.88
Willowdale West,Condo Apt,2006Q2,259045.92
Willowdale West,Condo Apt,2006Q3,277215.78
Willowdale West,Condo Apt,2006Q4,266642.84
Willowdale West,Condo Apt,2007Q1,264485.97
Willowdale West,Condo Apt,2007Q2,267563.31
Willowdale West,Condo Apt,2007Q3,305672.59
Willowdale West,Condo Apt,2007Q4,295283.44
Willowdale West,Condo Apt,2008Q1,299313.44
Willowdale West,Condo Apt,2008Q2,304411.31
Willowdale West,Condo Apt,2008Q3,306631.03
Willowdale West,Condo Apt,2008Q4,305371.28
Willowdale West,Condo Apt,2009Q1,291337.5
Willowdale West,Condo Apt,2009Q2,304472.53
Willowdale West,Condo Apt,2009Q3,328797.16
Willowdale West,Condo Apt,2009Q4,365632.97
Willowdale West,Condo Apt,2010Q1,365632.97
Willowdale West,Condo Apt,2010Q2,340218.25
Willowdale West,Condo Apt,2010Q3,338101.78
Willowdale West,Condo Apt,2010Q4,338101.78
Willowdale West,Condo Apt,2011Q1,357618.28
Willowdale West,Condo Apt,2011Q2,357618.28
Willowdale West,Condo Apt,2011Q3,364241.47
Willowdale West,Condo Apt,2011Q4,360810.91
Willowdale West,Condo Apt,2012Q1,376518.5
Willowdale West,Condo Apt,2012Q2,366392.06
Willowdale West,Condo Apt,2012Q3,363897.31
Willowdale West,Condo Apt,2012Q4,375720.19
Willowdale West,Condo Apt,2013Q1,356256.25
Willowdale West,Condo Apt,2013Q2,375109.97
Willowdale West,Condo Apt,2013Q3,359243.06
Willowdale West,Condo Apt,2013Q4,372941.31
Willowdale West,Condo Apt,2014Q1,364332.0
Willowdale West,Condo Apt,2014Q2,364332.0
Willowdale West,Condo Apt,2014Q3,379786.25
Willowdale West,Condo Apt,2014Q4,365697.97
Willowdale West,Condo Apt,2015Q1,396980.22
Willowdale West,Condo Apt,2015Q2,404168.06
Willowdale West,Condo Apt,2015Q3,438979.0
Willowdale West,Condo Apt,2015Q4,481075.94
Willowdale West,Condo Apt,2016Q1,433559.91
Willowdale West,Condo Apt,2016Q2,438422.88
Willowdale West,Condo Apt,2016Q3,441213.72
Willowdale West,Condo Apt,2016Q4,485495.69
Willowdale West,Condo Apt,2017Q1,556747.19
Willowdale West,Condo Apt,2017Q2,603379.81
Willowdale West,Condo Apt,2017Q3,555988.56
Willowdale West,Condo Apt,2017Q4,579084.88
Willowdale West,Condo Apt,2018Q1,627380.44
Willowdale West,Condo Apt,2018Q2,659148.25
Willowdale West,Condo Apt,2018Q3,586734.88
Willowdale West,Condo Apt,2018Q4,599528.19
Willowdale West,Detached,2001Q1,319547.63
Willowdale West,Detached,2001Q2,343583.34
Willowdale West,Detached,2001Q3,326732.16
Willowdale West,Detached,2001Q4,333643.47
Willowdale West,Detached,2002Q1,345947.72
Willowdale West,Detached,2002Q2,368489.38
Willowdale West,Detached,2002Q3,369416.38
Willowdale West,Detached,2002Q4,360558.81
Willowdale West,Detached,2003Q1,406176.47
Willowdale West,Detached,2003Q2,352340.0
Willowdale West,Detached,2003Q3,422226.91
Willowdale West,Detached,2003Q4,416191.31
Willowdale West,Detached,2004Q1,374566.66
Willowdale West,Detached,2004Q2,438663.47
Willowdale West,Detached,2004Q3,436631.03
Willowdale West,Detached,2004Q4,425909.53
Willowdale West,Detached,2005Q1,491226.5
Willowdale West,Detached,2005Q2,498237.78
Willowdale West,Detached,2005Q3,526140.38
Willowdale West,Detached,2005Q4,530712.5
Willowdale West,Detached,2006Q1,499076.94
Willowdale West,Detached,2006Q2,561368.88
Willowdale West,Detached,2006Q3,518571.44
Willowdale West,Detached,2006Q4,505076.94
Willowdale West,Detached,2007Q1,579756.5
Willowdale West,Detached,2007Q2,642106.13
Willowdale West,Detached,2007Q3,635619.13
Willowdale West,Detached,2007Q4,612803.69
Willowdale West,Detached,2008Q1,586958.31
Willowdale West,Detached,2008Q2,634520.69
Willowdale West,Detached,2008Q3,630076.5
Willowdale West,Detached,2008Q4,619926.69
Willowdale West,Detached,2009Q1,576507.69
Willowdale West,Detached,2009Q2,611384.88
Willowdale West,Detached,2009Q3,611499.69
Willowdale West,Detached,2009Q4,736583.31
Willowdale West,Detached,2010Q1,736583.31
Willowdale West,Detached,2010Q2,673216.63
Willowdale West,Detached,2010Q3,630958.31
Willowdale West,Detached,2010Q4,630958.31
Willowdale West,Detached,2011Q1,652934.63
Willowdale West,Detached,2011Q2,652934.63
Willowdale West,Detached,2011Q3,806508.0
Willowdale West,Detached,2011Q4,786777.75
Willowdale West,Detached,2012Q1,954784.5
Willowdale West,Detached,2012Q2,952963.19
Willowdale West,Detached,2012Q3,880531.25
Willowdale West,Detached,2012Q4,942239.13
Willowdale West,Detached,2013Q1,937131.56
Willowdale West,Detached,2013Q2,968541.0
Willowdale West,Detached,2013Q3,1073681.5
Willowdale West,Detached,2013Q4,1045387.88
Willowdale West,Detached,2014Q1,1180581.0
Willowdale West,Detached,2014Q2,1180581.0
Willowdale West,Detached,2014Q3,1096059.88
Willowdale West,Detached,2014Q4,1048946.38
Willowdale West,Detached,2015Q1,1330555.5
Willowdale West,Detached,2015Q2,1307058.0
Willowdale West,Detached,2015Q3,1397752.0
Willowdale West,Detached,2015Q4,1405485.75
Willowdale West,Detached,2016Q1,1935149.0
Willowdale West,Detached,2016Q2,1837601.75
Willowdale West,Detached,2016Q3,1877147.25
Willowdale West,Detached,2016Q4,1824583.5
Willowdale West,Detached,2017Q1,2237538.0
Willowdale West,Detached,2017Q2,2078462.5
Willowdale West,Detached,2017Q3,2183912.5
Willowdale West,Detached,2017Q4,1840895.5
Willowdale West,Detached,2018Q1,1841642.88
Willowdale West,Detached,2018Q2,1822770.5
